"geneID"	"LogFC"
"ARPC3"	-0.12
"ARRDC2"	-0.12
"ATP5J"	-0.12
"ATPAF2"	-0.12
"B3GNT2"	-0.12
"B4GALNT2"	-0.12
"BANK1"	-0.12
"BLVRB"	-0.12
"BUD13"	-0.12
"C1orf174"	-0.12
"CACNA1I"	-0.12
"CALM1"	-0.12
"CAP2"	-0.12
"CAPN7"	-0.12
"CCDC85C"	-0.12
"CCND1"	-0.12
"CCNF"	-0.12
"CCT4"	-0.12
"CCZ1"	-0.12
"CDKN1B"	-0.12
"CEP85"	-0.12
"CLEC2B"	-0.12
"CNBD2"	-0.12
"COL4A2"	-0.12
"COX19"	-0.12
"DMTF1"	-0.12
"DOCK11"	-0.12
"DYNLT3"	-0.12
"EEF1A1P4"	-0.12
"ELMOD2"	-0.12
"ERVK3-1"	-0.12
"FAM133B"	-0.12
"FAM175B"	-0.12
"FAM179A"	-0.12
"FBXO25"	-0.12
"FLI1"	-0.12
"FSD1L"	-0.12
"FSHR"	-0.12
"FZD8"	-0.12
"GALNT6"	-0.12
"GANC"	-0.12
"GEMIN8"	-0.12
"GLTSCR2"	-0.12
"GLUL"	-0.12
"GPCPD1"	-0.12
"GPNMB"	-0.12
"H2AFV"	-0.12
"HABP4"	-0.12
"HACL1"	-0.12
"HCG4"	-0.12
"HIST1H2BK"	-0.12
"HOXD4"	-0.12
"HYLS1"	-0.12
"IQSEC3"	-0.12
"ITSN2"	-0.12
"JTBP1"	-0.12
"KIAA1429"	-0.12
"KIFC1"	-0.12
"KNL1"	-0.12
"LEPROTL1"	-0.12
"LGI1"	-0.12
"LIG1"	-0.12
"LRRC37A4P"	-0.12
"LSM3"	-0.12
"LY75"	-0.12
"MAMLD1"	-0.12
"MAP3K9"	-0.12
"MAST4"	-0.12
"MCMDC2"	-0.12
"MED7"	-0.12
"MYCBP"	-0.12
"MZT1"	-0.12
"NAA16"	-0.12
"NARF"	-0.12
"NBPF25P"	-0.12
"NDUFA5"	-0.12
"NEU3"	-0.12
"NICN1"	-0.12
"OFD1"	-0.12
"ORAI3"	-0.12
"ORC1"	-0.12
"OSTM1"	-0.12
"PACS2"	-0.12
"PCDHA11"	-0.12
"PELP1"	-0.12
"PLD2"	-0.12
"PLK3"	-0.12
"PRDM2"	-0.12
"PRPF4"	-0.12
"PTPRH"	-0.12
"PTPRQ"	-0.12
"RABL6"	-0.12
"RASA4"	-0.12
"RGS14"	-0.12
"RILP"	-0.12
"RNF216"	-0.12
"RP11-153M7.3"	-0.12
"RP11-212P7.1"	-0.12
"RP11-325O24.5"	-0.12
"RP11-542C16.2"	-0.12
"RP11-548K12.4"	-0.12
"RP11-562I5.1"	-0.12
"RP11-575G13.2"	-0.12
"RP11-712L6.8"	-0.12
"RP11-835E18.4"	-0.12
"RP5-912I13.2"	-0.12
"RPL24"	-0.12
"RPL9"	-0.12
"RPP30"	-0.12
"RPS20"	-0.12
"RPS28"	-0.12
"RPSAP70"	-0.12
"RUNDC1"	-0.12
"S100A13"	-0.12
"SARNP"	-0.12
"SCAMP2"	-0.12
"SELENBP1"	-0.12
"SETX"	-0.12
"SLC18B1"	-0.12
"SLC25A10"	-0.12
"SLC37A1"	-0.12
"SMG1P7"	-0.12
"SPRED1"	-0.12
"ST3GAL1"	-0.12
"SUMO2"	-0.12
"TCP10L2"	-0.12
"TEAD2"	-0.12
"TMEM209"	-0.12
"TPRKB"	-0.12
"TRAF2"	-0.12
"TRAF3"	-0.12
"TRAF3IP1"	-0.12
"TRAF4"	-0.12
"TSHZ1"	-0.12
"TSN"	-0.12
"TXNDC12"	-0.12
"TXNDC17"	-0.12
"UPF2"	-0.12
"UQCRB"	-0.12
"UTP3"	-0.12
"VTA1"	-0.12
"VWA8"	-0.12
"YIPF1"	-0.12
"YIPF4"	-0.12
"ZBTB48"	-0.12
"ZC3H13"	-0.12
"ZNF43"	-0.12
"ZNF490"	-0.12
"ZNF548"	-0.12
"ZNF566"	-0.12
"ZNF605"	-0.12
"ZNF608"	-0.12
"ZNF629"	-0.12
"ZNF717"	-0.12
"ZNF776"	-0.12
"ZNF781"	-0.12
"ZWINT"	-0.12
"AC159540.14"	-0.13
"ACSL1"	-0.13
"ADAM22"	-0.13
"ADGRF5"	-0.13
"ADNP2"	-0.13
"AFF4"	-0.13
"AK3"	-0.13
"ALDH3A1"	-0.13
"ALG8"	-0.13
"ANKRD36C"	-0.13
"ARHGAP11B"	-0.13
"ARL5B"	-0.13
"ASPRV1"	-0.13
"ATAT1"	-0.13
"ATG12"	-0.13
"BRAP"	-0.13
"BRSK2"	-0.13
"C11orf63"	-0.13
"C16orf52"	-0.13
"C18orf8"	-0.13
"C1orf122"	-0.13
"C6orf226"	-0.13
"CAPN14"	-0.13
"CASC3"	-0.13
"CCDC30"	-0.13
"CD209"	-0.13
"CDH15"	-0.13
"CLIC4"	-0.13
"CNOT11"	-0.13
"CPT2"	-0.13
"CPTP"	-0.13
"CRYAB"	-0.13
"CTB-134H23.3"	-0.13
"CTB-51E13.1"	-0.13
"DCAF8"	-0.13
"DCUN1D1"	-0.13
"DEPDC1B"	-0.13
"EEF1DP2"	-0.13
"EID1"	-0.13
"ELMOD1"	-0.13
"ESRRA"	-0.13
"F7"	-0.13
"FAM153A"	-0.13
"FBXO4"	-0.13
"FBXO8"	-0.13
"FCF1P2"	-0.13
"FDX2"	-0.13
"FFAR1"	-0.13
"FLAD1"	-0.13
"FOXO1"	-0.13
"FSD2"	-0.13
"FUT10"	-0.13
"GGCT"	-0.13
"GLS"	-0.13
"GNB4"	-0.13
"GNG2"	-0.13
"GRIP2"	-0.13
"H3F3B"	-0.13
"HEXIM1"	-0.13
"HMCN2"	-0.13
"HMGB1P24"	-0.13
"HNRNPU"	-0.13
"HSF2"	-0.13
"IQSEC1"	-0.13
"KIAA0922"	-0.13
"KIRREL3"	-0.13
"KRT38"	-0.13
"LACTB"	-0.13
"LAMTOR5"	-0.13
"LINC00888"	-0.13
"LINC01399"	-0.13
"LYZ"	-0.13
"M6PR"	-0.13
"MAPK8IP1"	-0.13
"MAPKAP1"	-0.13
"MARCKS"	-0.13
"MED29"	-0.13
"MICAL1"	-0.13
"MISP3"	-0.13
"MKL1"	-0.13
"MOCS3"	-0.13
"MORF4L1"	-0.13
"MRPS22"	-0.13
"MRVI1"	-0.13
"MT-CO1"	-0.13
"MTA2"	-0.13
"MTDH"	-0.13
"MYO1B"	-0.13
"NEIL3"	-0.13
"NEMF"	-0.13
"NIFK"	-0.13
"NOP10"	-0.13
"NRIP1"	-0.13
"NSUN2"	-0.13
"NTAN1"	-0.13
"NUP160"	-0.13
"OMA1"	-0.13
"OST4"	-0.13
"OTUD1"	-0.13
"P2RX4"	-0.13
"PARP8"	-0.13
"PCYT1B"	-0.13
"PDCD11"	-0.13
"PDZPH1P"	-0.13
"PFKFB3"	-0.13
"PHBP9"	-0.13
"PKHD1L1"	-0.13
"PLCE1"	-0.13
"PLEKHA4"	-0.13
"PLK4"	-0.13
"PLXNA4"	-0.13
"PPP1R37"	-0.13
"PRPF40A"	-0.13
"RAB7B"	-0.13
"RBAK"	-0.13
"RBFA"	-0.13
"RIOK3"	-0.13
"RNA5SP149"	-0.13
"RNF138"	-0.13
"RNF19A"	-0.13
"ROMO1"	-0.13
"RP11-343H5.4"	-0.13
"RP11-574K11.31"	-0.13
"RP11-697N18.3"	-0.13
"RP11-77H9.5"	-0.13
"RP2"	-0.13
"RP4-614C10.2"	-0.13
"RPL10P3"	-0.13
"RPL23"	-0.13
"RPL35"	-0.13
"RPS21"	-0.13
"SAMM50"	-0.13
"SDHAF2"	-0.13
"SGPL1"	-0.13
"SHFM1"	-0.13
"SLC41A2"	-0.13
"SLTM"	-0.13
"SPG20"	-0.13
"STK10"	-0.13
"SUPT20H"	-0.13
"SVILP1"	-0.13
"SYT14"	-0.13
"TBC1D8B"	-0.13
"TCTN2"	-0.13
"TFDP1"	-0.13
"TIMM10"	-0.13
"TMPOP1"	-0.13
"TNFRSF10A"	-0.13
"TNFRSF11B"	-0.13
"TPPP"	-0.13
"TRAC"	-0.13
"TRIM17"	-0.13
"TRIM24"	-0.13
"TRIM37"	-0.13
"TRIM51HP"	-0.13
"TUBG2"	-0.13
"UBA6"	-0.13
"UCKL1"	-0.13
"UGT2B26P"	-0.13
"UMPS"	-0.13
"UQCRFS1"	-0.13
"USP39"	-0.13
"WDR53"	-0.13
"YBX3"	-0.13
"YES1P1"	-0.13
"ZCCHC17"	-0.13
"ZFP69"	-0.13
"ZNF207"	-0.13
"ZNF277"	-0.13
"ZNF34"	-0.13
"ZNF585A"	-0.13
"ZNF628"	-0.13
"ZNF865"	-0.13
"ABLIM1"	-0.14
"ACSBG2"	-0.14
"ACTR10"	-0.14
"ADAMTS7P4"	-0.14
"ADIPOR1"	-0.14
"ALDH4A1"	-0.14
"ANKRD22"	-0.14
"ANKRD34B"	-0.14
"ANXA2"	-0.14
"AP4B1"	-0.14
"ARID2"	-0.14
"ARID4B"	-0.14
"ATP6V1E1"	-0.14
"AURKAPS1"	-0.14
"BNIP2"	-0.14
"C11orf58"	-0.14
"C12orf75"	-0.14
"C14orf2"	-0.14
"C18orf54"	-0.14
"C9orf50"	-0.14
"CAMLG"	-0.14
"CAV2"	-0.14
"CCDC13"	-0.14
"CHAC1"	-0.14
"CHMP2B"	-0.14
"CIAPIN1"	-0.14
"CILP2"	-0.14
"CLN6"	-0.14
"COX6B2"	-0.14
"CROT"	-0.14
"CRYZP1"	-0.14
"CTD-2179L22.1"	-0.14
"CTSC"	-0.14
"CXXC5"	-0.14
"CYLD"	-0.14
"DAG1"	-0.14
"DCK"	-0.14
"DIAPH3"	-0.14
"DIS3L2"	-0.14
"DLGAP5"	-0.14
"DNAJC19"	-0.14
"DPP8"	-0.14
"DPY19L2P1"	-0.14
"EEF1A1P11"	-0.14
"EIF3J"	-0.14
"ENKD1"	-0.14
"FAM60DP"	-0.14
"FAS"	-0.14
"FBXO11"	-0.14
"FBXO18"	-0.14
"FCGR1B"	-0.14
"FXR2"	-0.14
"FZD1"	-0.14
"GATA4"	-0.14
"GIT1"	-0.14
"GJD2"	-0.14
"GLRX5"	-0.14
"GLYATL1P2"	-0.14
"GM2A"	-0.14
"GOLGA8J"	-0.14
"H2AFZ"	-0.14
"HECW2"	-0.14
"HIGD1A"	-0.14
"HIST3H2BB"	-0.14
"IFIH1"	-0.14
"INPPL1"	-0.14
"ISCA1"	-0.14
"KAT14"	-0.14
"KIAA1191"	-0.14
"LINC00846"	-0.14
"LRRN1"	-0.14
"LZTR1"	-0.14
"MAP2K4"	-0.14
"MBNL2"	-0.14
"MGAM"	-0.14
"MLLT6"	-0.14
"MRPL17"	-0.14
"MRPS18A"	-0.14
"MTMR6"	-0.14
"MTO1"	-0.14
"MTRF1"	-0.14
"MYOZ3"	-0.14
"NAA20"	-0.14
"NAPSB"	-0.14
"NCEH1"	-0.14
"NDUFA2"	-0.14
"NDUFA6"	-0.14
"NR3C1"	-0.14
"NRSN1"	-0.14
"NT5C2"	-0.14
"NUP62"	-0.14
"OBSCN"	-0.14
"OLFM1"	-0.14
"ORC6"	-0.14
"PDZK1"	-0.14
"PHF23"	-0.14
"PIBF1"	-0.14
"PITPNM2"	-0.14
"PIWIL3"	-0.14
"PLEKHM1P1"	-0.14
"PMEPA1"	-0.14
"POU5F1P5"	-0.14
"PPIAL4G"	-0.14
"PPIL3"	-0.14
"PRAMEF9"	-0.14
"PRICKLE4"	-0.14
"PWP1"	-0.14
"PWWP2A"	-0.14
"QRICH1"	-0.14
"RAD50"	-0.14
"RARRES2P1"	-0.14
"RBPJ"	-0.14
"RGS1"	-0.14
"RP1-274L7.4"	-0.14
"RP11-178L8.4"	-0.14
"RP11-83A24.1"	-0.14
"RP11-927P21.7"	-0.14
"RP5-859M6.1"	-0.14
"RPL15"	-0.14
"SDK1"	-0.14
"SLC12A1"	-0.14
"SLC17A8"	-0.14
"SLC22A25"	-0.14
"SLC23A1"	-0.14
"SLC25A33"	-0.14
"SMIM22"	-0.14
"SPCS2P4"	-0.14
"SPSB2"	-0.14
"SREK1IP1"	-0.14
"SRGAP2C"	-0.14
"SRSF7"	-0.14
"STXBP1"	-0.14
"SYDE2"	-0.14
"TDG"	-0.14
"THOC7"	-0.14
"TIAM1"	-0.14
"TMEM140"	-0.14
"TMTC3"	-0.14
"TOPBP1"	-0.14
"TPM2"	-0.14
"TRIT1"	-0.14
"TRMT10A"	-0.14
"TTC27"	-0.14
"TTLL11"	-0.14
"TYRO3"	-0.14
"UACA"	-0.14
"UCK1"	-0.14
"VAMP4"	-0.14
"VPS13B"	-0.14
"WDR61"	-0.14
"XPNPEP3"	-0.14
"ZBTB1"	-0.14
"ZBTB39"	-0.14
"ZDBF2"	-0.14
"ZDHHC4"	-0.14
"ZNF138"	-0.14
"ZNF252P"	-0.14
"ZNF714"	-0.14
"ZSWIM8"	-0.14
"ZYG11B"	-0.14
"ABCA5"	-0.15
"ABTB2"	-0.15
"AC006116.20"	-0.15
"AC007325.2"	-0.15
"ACD"	-0.15
"ACTR6"	-0.15
"AGBL2"	-0.15
"AHRR"	-0.15
"AJAP1"	-0.15
"ALKBH1"	-0.15
"ANKRD11"	-0.15
"APITD1-CORT"	-0.15
"APOBEC3B"	-0.15
"ARL4A"	-0.15
"ARMC1"	-0.15
"ATP5A1P10"	-0.15
"B3GALNT2"	-0.15
"B3GALT6"	-0.15
"BMPR2"	-0.15
"BRI3BP"	-0.15
"C11orf74"	-0.15
"C19orf57"	-0.15
"C1orf112"	-0.15
"CACNA1E"	-0.15
"CCDC174"	-0.15
"CDH12P2"	-0.15
"CEACAM5"	-0.15
"CENPF"	-0.15
"CERK"	-0.15
"CIZ1"	-0.15
"CLTC"	-0.15
"COPZ2"	-0.15
"COX18"	-0.15
"COX7C"	-0.15
"CPNE3"	-0.15
"CSK"	-0.15
"CSNK1G1"	-0.15
"CSTF1"	-0.15
"CTC-539A10.7"	-0.15
"CYFIP1"	-0.15
"DDX23"	-0.15
"DDX6"	-0.15
"DGKE"	-0.15
"DHX16"	-0.15
"DIEXF"	-0.15
"DNAJC14"	-0.15
"DNM1P46"	-0.15
"DRG1"	-0.15
"DROSHA"	-0.15
"DTX1"	-0.15
"ETNK1"	-0.15
"EXOC8"	-0.15
"EYA3"	-0.15
"FAM219B"	-0.15
"FOSL2"	-0.15
"FUBP1"	-0.15
"GALNT4"	-0.15
"GATAD1"	-0.15
"GHDC"	-0.15
"GJB7"	-0.15
"GPR173"	-0.15
"GPR89A"	-0.15
"HAT1"	-0.15
"HNF1A"	-0.15
"HNRNPH3"	-0.15
"IFNGR2"	-0.15
"IL20RB"	-0.15
"ITGAE"	-0.15
"KANK3"	-0.15
"KIAA0101"	-0.15
"LENG1"	-0.15
"LNX2"	-0.15
"LRRC37A6P"	-0.15
"LRRC47"	-0.15
"LZTFL1"	-0.15
"MANSC1"	-0.15
"MATK"	-0.15
"MDP1"	-0.15
"MED10"	-0.15
"MLX"	-0.15
"MMP25"	-0.15
"MOG"	-0.15
"MSH2"	-0.15
"NAGS"	-0.15
"NBL1"	-0.15
"NCOA4"	-0.15
"NDC1"	-0.15
"NDUFA1"	-0.15
"NDUFB1"	-0.15
"NECAP2"	-0.15
"NFKB2"	-0.15
"NOL8"	-0.15
"NOSTRIN"	-0.15
"NPC2"	-0.15
"NR4A1"	-0.15
"NRXN1"	-0.15
"ORMDL1"	-0.15
"OSGEPL1"	-0.15
"OXLD1"	-0.15
"PANK1"	-0.15
"PAQR9"	-0.15
"PARP16"	-0.15
"PBX2"	-0.15
"PCGF5"	-0.15
"PFN1P2"	-0.15
"PGM3"	-0.15
"PIH1D1"	-0.15
"PLA2G4C"	-0.15
"PLCD1"	-0.15
"PLEKHA3"	-0.15
"PLPP1"	-0.15
"POLR3E"	-0.15
"POLR3F"	-0.15
"POTEM"	-0.15
"POU3F2"	-0.15
"PSMD11"	-0.15
"RAB5B"	-0.15
"RANBP2"	-0.15
"RBM5"	-0.15
"RELL2"	-0.15
"RGS19"	-0.15
"RIC8B"	-0.15
"RP11-134F2.8"	-0.15
"RP4-733B9.1"	-0.15
"RPL36P19"	-0.15
"RPS6KL1"	-0.15
"RTBDN"	-0.15
"SAMD4B"	-0.15
"SASS6"	-0.15
"SDR42E1"	-0.15
"SEPT10"	-0.15
"SEPW1"	-0.15
"SIRT1"	-0.15
"SLAMF7"	-0.15
"SLC22A11"	-0.15
"SLC26A11"	-0.15
"SMPD4P1"	-0.15
"SNRPF"	-0.15
"SNTB2"	-0.15
"STX1B"	-0.15
"SYBU"	-0.15
"TENM1"	-0.15
"TIGD2"	-0.15
"TMEM14B"	-0.15
"TMEM199"	-0.15
"TMEM249"	-0.15
"TPSAB1"	-0.15
"TRNAU1AP"	-0.15
"TTC17"	-0.15
"TXNDC16"	-0.15
"UBR2"	-0.15
"UBR7"	-0.15
"WDR11"	-0.15
"WHAMM"	-0.15
"XRCC5"	-0.15
"ZC3H18"	-0.15
"ZFAND6"	-0.15
"ZNF143"	-0.15
"ZNF251"	-0.15
"ZNF564"	-0.15
"ZNF770"	-0.15
"ZNF831"	-0.15
"AACS"	-0.16
"ABCC3"	-0.16
"AL772307.1"	-0.16
"ANXA2P1"	-0.16
"ANXA9"	-0.16
"APLP2"	-0.16
"ARMT1"	-0.16
"ARPC4"	-0.16
"ASTE1"	-0.16
"ATXN1"	-0.16
"AXIN1"	-0.16
"BDH1"	-0.16
"BRF2"	-0.16
"C11orf71"	-0.16
"C12orf10"	-0.16
"C16orf74"	-0.16
"C22orf23"	-0.16
"C2orf49"	-0.16
"C8orf76"	-0.16
"CAPS2"	-0.16
"CATSPER2"	-0.16
"CCDC17"	-0.16
"CCDC83"	-0.16
"CCNT1"	-0.16
"CDC25A"	-0.16
"CDCA8"	-0.16
"CDH23"	-0.16
"CENPK"	-0.16
"CLIC6"	-0.16
"COG5"	-0.16
"COMMD4"	-0.16
"COX7A2L"	-0.16
"CSNK1G3"	-0.16
"CTC-451P13.1"	-0.16
"CWC22"	-0.16
"CWC25"	-0.16
"CXCR2"	-0.16
"CYP1A2"	-0.16
"DCAF5"	-0.16
"DDX18P1"	-0.16
"DENND5A"	-0.16
"DHRS11"	-0.16
"DMXL1"	-0.16
"EEF1DP3"	-0.16
"EFHC1"	-0.16
"EIF2A"	-0.16
"ERBIN"	-0.16
"EVA1A"	-0.16
"FBXO40"	-0.16
"FKBP1B"	-0.16
"FLCN"	-0.16
"FNDC1"	-0.16
"FRMPD2"	-0.16
"GAPDHP70"	-0.16
"GID8"	-0.16
"GNG7"	-0.16
"GNL3L"	-0.16
"GOLGA8IP"	-0.16
"GPS2P2"	-0.16
"GRAMD4"	-0.16
"GRID2"	-0.16
"GTDC1"	-0.16
"HAAO"	-0.16
"HACD3"	-0.16
"HIST1H3A"	-0.16
"HMG20B"	-0.16
"HNRNPA1P62"	-0.16
"HOXA2"	-0.16
"HSPA4"	-0.16
"HSPE1"	-0.16
"IGSF9"	-0.16
"ITGAL"	-0.16
"KCTD21"	-0.16
"KIAA0753"	-0.16
"KLHDC3"	-0.16
"KLHDC8B"	-0.16
"KLHL3"	-0.16
"KLHL33"	-0.16
"KLKP1"	-0.16
"KNSTRN"	-0.16
"KRT26"	-0.16
"LCLAT1"	-0.16
"MAGED2"	-0.16
"MAPK4"	-0.16
"MCOLN1"	-0.16
"MORF4"	-0.16
"MTCO3P11"	-0.16
"MTIF2"	-0.16
"MUC4"	-0.16
"MUM1L1"	-0.16
"NAE1"	-0.16
"NECTIN1"	-0.16
"NUDCD2"	-0.16
"OGN"	-0.16
"OTUD5"	-0.16
"PARD3B"	-0.16
"PAX6"	-0.16
"PEX2"	-0.16
"PGAM1P10"	-0.16
"PHF13"	-0.16
"PICALM"	-0.16
"PIGW"	-0.16
"POPDC3"	-0.16
"PPEF1"	-0.16
"PPP5D1"	-0.16
"PRR5"	-0.16
"PTPN12"	-0.16
"QKI"	-0.16
"QSER1"	-0.16
"QSOX2"	-0.16
"RABIF"	-0.16
"RCC2P6"	-0.16
"RFXAP"	-0.16
"RIMS1"	-0.16
"RNF168"	-0.16
"RP11-1074O12.1"	-0.16
"RP11-1113L8.6"	-0.16
"RP11-1264N5.1"	-0.16
"RP11-15B24.5"	-0.16
"RP11-351I21.6"	-0.16
"RP11-366M4.11"	-0.16
"RP11-465B22.3"	-0.16
"RP11-529F4.1"	-0.16
"RP11-9L18.2"	-0.16
"RP5-1041C10.3"	-0.16
"RPAIN"	-0.16
"RPE65"	-0.16
"RPL30P13"	-0.16
"RPL39P5"	-0.16
"RPL6P8"	-0.16
"RPL7L1P3"	-0.16
"RPL7P46"	-0.16
"RPS3AP43"	-0.16
"RXFP4"	-0.16
"SAPCD2"	-0.16
"SAV1"	-0.16
"SCN7A"	-0.16
"SDCCAG8"	-0.16
"SETD2"	-0.16
"SGCA"	-0.16
"SGO2"	-0.16
"SH3RF2"	-0.16
"SLBP"	-0.16
"SLC10A5P1"	-0.16
"SLC25A16"	-0.16
"SLC25A34"	-0.16
"SLC25A46"	-0.16
"SLC51B"	-0.16
"SLC9C1"	-0.16
"SNRPE"	-0.16
"SOX13"	-0.16
"SPATS2"	-0.16
"SPIN2A"	-0.16
"SPIN2B"	-0.16
"STK39"	-0.16
"STRCP1"	-0.16
"TALDO1"	-0.16
"TEAD3"	-0.16
"TIMM8B"	-0.16
"TLR10"	-0.16
"TMC8"	-0.16
"TMEM121"	-0.16
"TRAPPC4"	-0.16
"TSPAN10"	-0.16
"TTC30A"	-0.16
"TUBGCP6"	-0.16
"UFD1L"	-0.16
"VPS39"	-0.16
"WNK4"	-0.16
"WWTR1"	-0.16
"XRCC6P2"	-0.16
"ZNF263"	-0.16
"ZNF30"	-0.16
"ZNF334"	-0.16
"ZSCAN22"	-0.16
"AC111200.2"	-0.17
"ADGRE5"	-0.17
"AGFG1"	-0.17
"ALG13"	-0.17
"AMOT"	-0.17
"ANKFY1"	-0.17
"ANKRD19P"	-0.17
"ANXA4"	-0.17
"AP3S2"	-0.17
"ATF2"	-0.17
"ATG10"	-0.17
"BAIAP2L1"	-0.17
"BECN1"	-0.17
"C19orf43"	-0.17
"C4orf3"	-0.17
"C9orf78"	-0.17
"CALCOCO1"	-0.17
"CCDC190"	-0.17
"CD1A"	-0.17
"CDC25C"	-0.17
"CDH11"	-0.17
"CDR2L"	-0.17
"CGGBP1"	-0.17
"CHEK1"	-0.17
"CLTCL1"	-0.17
"COX7B"	-0.17
"CPA4"	-0.17
"CREB1"	-0.17
"CRTC2"	-0.17
"CTD-2245F17.3"	-0.17
"DALRD3"	-0.17
"DAZAP2"	-0.17
"DCDC2C"	-0.17
"DGCR14"	-0.17
"DLG1"	-0.17
"EBPL"	-0.17
"EIF1AX"	-0.17
"EXOC4"	-0.17
"FAM46C"	-0.17
"FGFR3"	-0.17
"FIG4"	-0.17
"FLNB"	-0.17
"GCG"	-0.17
"GEMIN6"	-0.17
"GLI2"	-0.17
"GOLGA8R"	-0.17
"GPC4"	-0.17
"GPHA2"	-0.17
"HDAC8"	-0.17
"HECA"	-0.17
"HMGB1P20"	-0.17
"IFT81"	-0.17
"IGBP1"	-0.17
"IL24"	-0.17
"INVS"	-0.17
"IRAK3"	-0.17
"IRGQ"	-0.17
"JMJD1C"	-0.17
"KCNG3"	-0.17
"KCNT1"	-0.17
"KCTD9P4"	-0.17
"KDM5D"	-0.17
"KIAA1143"	-0.17
"KIF27"	-0.17
"KMT5C"	-0.17
"KREMEN1"	-0.17
"LAGE3"	-0.17
"LNX1"	-0.17
"LRIF1"	-0.17
"LY96"	-0.17
"MAFG"	-0.17
"MAMDC2"	-0.17
"MAP3K4"	-0.17
"MARK2P8"	-0.17
"MED15P9"	-0.17
"MGRN1"	-0.17
"MKLN1"	-0.17
"MPHOSPH9"	-0.17
"MSS51"	-0.17
"MYL12B"	-0.17
"MYRF"	-0.17
"NBPF10"	-0.17
"NDUFB4P1"	-0.17
"NDUFS4"	-0.17
"NF1"	-0.17
"NPM1P37"	-0.17
"NR2C2AP"	-0.17
"NUP93"	-0.17
"OSTCP8"	-0.17
"PAIP2"	-0.17
"PARP2"	-0.17
"PBXIP1"	-0.17
"PCBD2"	-0.17
"PCDHA6"	-0.17
"PDP2"	-0.17
"PELO"	-0.17
"PIM2"	-0.17
"PKP1"	-0.17
"PNMA6A"	-0.17
"POLK"	-0.17
"POLQ"	-0.17
"POLR2J3"	-0.17
"POLR3B"	-0.17
"PPIG"	-0.17
"PPP2CB"	-0.17
"PRR11"	-0.17
"PXDN"	-0.17
"PYGO1"	-0.17
"QPCT"	-0.17
"RANGRF"	-0.17
"RCL1"	-0.17
"RELN"	-0.17
"RGMB"	-0.17
"RMDN3"	-0.17
"RNF14"	-0.17
"RP11-151F5.2"	-0.17
"RP11-2I17.1"	-0.17
"RP11-3J10.7"	-0.17
"RP11-424C20.2"	-0.17
"RP11-568K15.1"	-0.17
"RP11-57K17.1"	-0.17
"RP11-624L12.1"	-0.17
"RP11-731D1.1"	-0.17
"RP11-74C1.2"	-0.17
"RPL21P18"	-0.17
"RPL23AP97"	-0.17
"RPS26P28"	-0.17
"RPS2P55"	-0.17
"RPS4XP14"	-0.17
"RPS6KB1"	-0.17
"RSPH10B"	-0.17
"RUBCN"	-0.17
"SERINC5"	-0.17
"SGPP2"	-0.17
"SLC10A5"	-0.17
"SLC1A4"	-0.17
"SLC25A5"	-0.17
"SOCS3"	-0.17
"SPDYE18"	-0.17
"SPSB3"	-0.17
"SREK1"	-0.17
"STOX1"	-0.17
"SUPT7L"	-0.17
"SWAP70"	-0.17
"SYNE4"	-0.17
"TCEB1P19"	-0.17
"TCF12"	-0.17
"THYN1"	-0.17
"TIAL1"	-0.17
"TIMM8A"	-0.17
"TIMM9"	-0.17
"TMEM176B"	-0.17
"TNN"	-0.17
"TPD52"	-0.17
"TUBB2B"	-0.17
"UQCC2"	-0.17
"USP34"	-0.17
"VDAC1P8"	-0.17
"VIMP"	-0.17
"VIPR2"	-0.17
"WNT4"	-0.17
"ZBTB42"	-0.17
"ZBTB44"	-0.17
"ZMIZ1"	-0.17
"ZMYM6"	-0.17
"ZNF71"	-0.17
"ZNF812P"	-0.17
"ZPLD1"	-0.17
"A1CF"	-0.18
"AC009237.8"	-0.18
"AGAP4"	-0.18
"AGER"	-0.18
"AGGF1P1"	-0.18
"AL022067.1"	-0.18
"APOL2"	-0.18
"AQP11"	-0.18
"ASB7"	-0.18
"ATP5J2-PTCD1"	-0.18
"BAHD1"	-0.18
"BTK"	-0.18
"C10orf11"	-0.18
"C11orf31"	-0.18
"C21orf62"	-0.18
"C7orf55-LUC7L2"	-0.18
"CAB39"	-0.18
"CAPS"	-0.18
"CBWD1"	-0.18
"CCDC106"	-0.18
"CCDC50"	-0.18
"CCDC7"	-0.18
"CDK11A"	-0.18
"CEACAMP10"	-0.18
"CPSF3"	-0.18
"CR1"	-0.18
"CTC-278L1.1"	-0.18
"CXXC4"	-0.18
"DHRS9"	-0.18
"DHX35"	-0.18
"DHX58"	-0.18
"DNAJC24"	-0.18
"DNM1P47"	-0.18
"DNM2"	-0.18
"DPEP1"	-0.18
"DRD2"	-0.18
"EEF1A1P14"	-0.18
"EEF1A1P22"	-0.18
"EIF2S2P3"	-0.18
"ENO4"	-0.18
"ERI1"	-0.18
"ESPN"	-0.18
"EXOSC10"	-0.18
"EXOSC3"	-0.18
"FAM206A"	-0.18
"FAM20B"	-0.18
"FAM86MP"	-0.18
"FAM9B"	-0.18
"FAN1"	-0.18
"FCHSD2"	-0.18
"FGF1"	-0.18
"FMO4"	-0.18
"FRG1JP"	-0.18
"FUS"	-0.18
"GADD45B"	-0.18
"GALM"	-0.18
"GBP4"	-0.18
"GOSR1"	-0.18
