"geneID"	"FC_X"	"FC_Y.x"	"LogFC"	"FC_Y.y"
"ANKRD23"	-0.01	-0.23	-0.63	0.04
"ANOS1"	-0.01	-0.14	-0.34	-0.47
"AP1S1"	-0.01	0.4	0.2	0.5
"APP"	-0.01	-0.01	0.39	0.08
"ARMC12"	-0.01	-0.55	0.42	-0.25
"ARMCX1"	-0.01	-0.06	1.06	1.15
"ARPC3"	-0.01	-0.03	-0.12	0.28
"B3GALNT1P1"	-0.01	0.23	-0.57	1.26
"BBS5"	-0.01	-0.63	-0.89	0.33
"BTBD2"	-0.01	-0.01	0.07	0.06
"BTG3"	-0.01	0.39	0.06	0.78
"BTN2A3P"	-0.01	-0.72	-0.28	0.49
"C10orf128"	-0.01	-0.23	0.26	-0.1
"C1orf27"	-0.01	0.03	-0.26	-0.18
"C22orf29"	-0.01	0.05	-0.19	0.16
"CACNA1G"	-0.01	0.26	0.1	-0.59
"CAMK1G"	-0.01	-1.24	-0.96	0.48
"CCDC115"	-0.01	0.02	-0.11	-0.23
"CCNF"	-0.01	0.73	-0.12	0.51
"CD276"	-0.01	0.27	0.77	-0.42
"CD3G"	-0.01	0.45	-0.27	-0.14
"CLIC6"	-0.01	0.28	-0.16	-0.32
"COX16"	-0.01	0.18	-0.04	-0.15
"CTD-3214H19.4"	-0.01	1.84	-1.92	1.03
"CWF19L1"	-0.01	-0.1	-0.29	0.27
"DDRGK1"	-0.01	-0.15	0.09	-0.02
"DDX11L1"	-0.01	-0.45	0.01	-0.01
"DEFB131"	-0.01	-0.12	0.22	-0.41
"DEPDC4"	-0.01	-0.63	0.15	0.12
"DGKQ"	-0.01	-0.66	-0.7	0.87
"DHX9"	-0.01	0.13	0.17	0.15
"DISC1"	-0.01	0.08	-0.51	-0.3
"DNAAF2"	-0.01	0.13	0.03	-0.29
"DND1"	-0.01	0.88	0	-1.3
"DPH6"	-0.01	0.17	0.21	-0.4
"DUSP14"	-0.01	-0.17	-0.22	-0.22
"EBPL"	-0.01	0.63	-0.17	-0.01
"ELAVL2"	-0.01	-0.33	-0.81	1.42
"FAM127B"	-0.01	-0.23	0.01	-0.14
"FAM35BP"	-0.01	0.07	0.56	-0.41
"FAM89A"	-0.01	0.06	-0.48	0.74
"FIBP"	-0.01	0.2	0.16	0.25
"FSD2"	-0.01	-0.3	-0.13	-0.43
"FTL"	-0.01	0.1	0.38	0.06
"GALNT11"	-0.01	0.03	-0.05	-0.07
"GAS2L3"	-0.01	0.36	-0.06	-0.52
"GLB1L3"	-0.01	-0.87	-1.2	0.38
"GOLGA1"	-0.01	-0.53	-0.11	0.83
"GOT2"	-0.01	-0.02	0.17	0.22
"GPD2"	-0.01	0.61	-0.19	-0.12
"GPRC5A"	-0.01	-0.06	-0.54	0.38
"HAUS2"	-0.01	0.22	-0.1	0.36
"HDAC5"	-0.01	0.2	-0.23	0.04
"HEBP1"	-0.01	-0.37	-0.31	-0.25
"HERC1"	-0.01	0.26	0.43	-0.03
"HMGB1P21"	-0.01	-0.43	-0.01	-0.05
"HMGB1P24"	-0.01	-0.04	-0.13	-0.31
"HMGB1P39"	-0.01	0.42	0.62	-0.55
"HSPA8"	-0.01	-0.22	0.08	0.28
"IFI30"	-0.01	0.27	1.11	1.1
"IFRD2"	-0.01	-0.02	0.31	-0.43
"IFT88"	-0.01	-0.29	-0.02	-0.21
"IK"	-0.01	0.17	-0.08	0.01
"IKBKG"	-0.01	0.2	0.2	0.67
"IKZF3"	-0.01	-0.2	0.15	-0.27
"IPCEF1"	-0.01	-0.43	-0.18	0.24
"ISCA1"	-0.01	0.02	-0.14	-0.04
"KIAA1324"	-0.01	0.87	-0.5	0.21
"KIFAP3"	-0.01	0.09	-0.02	-0.4
"KLF16"	-0.01	0	0.27	-0.26
"KLHDC2"	-0.01	-0.09	-0.19	-0.05
"LDHAP7"	-0.01	0.77	-0.83	0.21
"LEMD3"	-0.01	-0.22	0.45	-0.31
"LINC01057"	-0.01	0.29	-0.11	0.47
"LPCAT4"	-0.01	-0.31	0.08	-0.28
"LRAT"	-0.01	-0.39	-0.7	0.73
"LRRC23"	-0.01	0.24	-0.19	0.27
"MEGF11"	-0.01	-0.3	0.18	-0.06
"MORN4"	-0.01	-0.24	0.32	-0.54
"MRPL35P3"	-0.01	0.18	0.5	0.08
"MUM1"	-0.01	-0.22	-0.21	0.21
"NAGK"	-0.01	0.1	0.12	-0.11
"NANOGP8"	-0.01	-0.56	0.43	-0.47
"NAP1L1P1"	-0.01	0.05	0.95	-0.29
"NELFB"	-0.01	0.28	-0.42	0
"NPM1P35"	-0.01	0.28	0	-0.47
"OTUD5"	-0.01	-0.33	-0.16	0.31
"PADI4"	-0.01	0.1	0.12	0.09
"PAIP2B"	-0.01	-0.54	-0.92	0.71
"PARG"	-0.01	-0.05	-0.22	0.35
"PARP10"	-0.01	0.19	0.51	0.56
"PDPN"	-0.01	-0.98	0	-0.22
"PGAM5"	-0.01	-0.28	-0.21	-0.01
"PKP2"	-0.01	1.6	-0.43	-0.68
"PLA2G4A"	-0.01	-0.3	0.46	-0.35
"POGLUT1"	-0.01	-0.36	0.1	-0.03
"POLR2C"	-0.01	0.21	-0.05	0.06
"PPP2R1A"	-0.01	0.09	0.27	0.46
"PPP6C"	-0.01	-0.27	0.12	0.03
"PTGES3"	-0.01	-0.04	0.18	0.34
"PUM3"	-0.01	-0.13	0.1	-0.2
"RCBTB2"	-0.01	0.76	0.16	-0.02
"RGR"	-0.01	0.26	-0.19	-0.31
"RP11-360D2.2"	-0.01	0.12	-0.5	-1.05
"RP11-549L6.2"	-0.01	-0.39	-0.77	0.36
"RP11-553P9.1"	-0.01	0.05	0	-0.48
"RP11-574K11.31"	-0.01	-1.22	-0.13	0.41
"RPL7P49"	-0.01	-0.42	-0.82	0.57
"RSPH10B2"	-0.01	-0.26	-0.05	-0.06
"SCAMP4"	-0.01	0.08	0.19	0.23
"SCIMP"	-0.01	-0.41	0.38	-0.32
"SDHC"	-0.01	0.03	0.1	-0.06
"SEC61A1"	-0.01	0.02	0.38	-0.16
"SERP1"	-0.01	-0.25	0.22	-0.33
"SHISA2"	-0.01	0.13	-0.77	1.15
"SLC20A2"	-0.01	0.04	0.09	-0.66
"SLC29A3"	-0.01	-0.64	0.47	-0.33
"SMARCA4"	-0.01	-0.08	-0.41	0.21
"SOST"	-0.01	0.23	-0.39	0.15
"SPATA3"	-0.01	0.02	-0.44	0.53
"SPATA5L1"	-0.01	-0.18	0.22	-0.23
"ST3GAL1P1"	-0.01	0.06	0.42	-0.24
"STAT5A"	-0.01	-0.33	-0.31	0.3
"SUMF2"	-0.01	-0.23	0.37	-0.5
"TAF9B"	-0.01	0.22	-0.06	0.82
"TMEM161A"	-0.01	0.07	0.44	-0.43
"TMEM198"	-0.01	-0.55	-0.09	0.07
"TMEM5"	-0.01	0.21	0.07	-1.07
"TREX2"	-0.01	-0.3	-0.34	-0.66
"TRIM73"	-0.01	0.46	0.35	-1.03
"TRMT11"	-0.01	0.32	-0.01	-0.49
"TRUB1"	-0.01	-0.22	-0.18	0.07
"TSPAN6"	-0.01	-0.01	0.01	-0.18
"TUB"	-0.01	-0.35	0.42	-0.05
"TUBA1B"	-0.01	0.72	0.18	0.93
"TUBGCP5"	-0.01	0.04	0.23	0.02
"TXNDC12"	-0.01	0.09	-0.12	-0.17
"UIMC1"	-0.01	-0.23	0.22	-0.08
"ULK4P1"	-0.01	0.56	0.1	0.62
"USP48"	-0.01	0.08	0.17	-0.11
"VPS26B"	-0.01	0.6	0.44	-0.91
"VPS41"	-0.01	-0.32	0.41	-0.22
"WDR93"	-0.01	1.02	0.47	-0.46
"WLS"	-0.01	-0.48	0.27	-0.21
"YIF1A"	-0.01	-0.05	0.37	-0.36
"ZBTB34"	-0.01	0.55	-0.42	-0.44
"ZCRB1"	-0.01	0.13	0.17	0.41
"ZNF33A"	-0.01	-0.29	-0.42	0.06
"ZNF384"	-0.01	-0.79	0.45	-0.05
"ZNF391"	-0.01	0.6	-0.3	0.53
"ZNF571"	-0.01	-0.34	-0.47	0.51
"ZNF776"	-0.01	-0.79	-0.12	-0.28
"ABCF2"	-0.02	0.12	0.24	-0.13
"ABI1"	-0.02	-0.01	-0.44	0.24
"ACCS"	-0.02	-0.6	0.13	-0.43
"ACOT2"	-0.02	0.02	0.62	-0.32
"ACTR3C"	-0.02	-0.68	0.39	0.51
"AGER"	-0.02	-0.48	-0.18	-0.34
"AGPAT5"	-0.02	0.05	0.32	-0.34
"ALKBH4"	-0.02	-0.04	0.23	-0.23
"AMER2"	-0.02	0.65	-0.59	0.32
"ANAPC5"	-0.02	0.1	0.11	0.05
"ANKRD30BP1"	-0.02	0.06	0	-0.29
"ARFGEF2"	-0.02	-0.77	-1.56	0.91
"ATP2C2"	-0.02	0.3	-0.69	0.37
"BEND2"	-0.02	-0.71	-0.25	0.67
"BOLA2P3"	-0.02	0.07	-0.77	0.37
"BRD9"	-0.02	0.2	-0.31	0.16
"C14orf28"	-0.02	-0.45	-0.36	0.03
"C1orf210"	-0.02	-0.1	0	-0.54
"C1orf53"	-0.02	-0.23	0.21	0.18
"C8orf44-SGK3"	-0.02	-0.28	-0.27	0.06
"CALM1"	-0.02	0.14	-0.12	-0.37
"CAND1"	-0.02	0.37	-0.1	0.22
"CAPZA1"	-0.02	0.17	-0.3	0.78
"CCDC153"	-0.02	0.59	0.39	-0.62
"CCDC191"	-0.02	-0.25	-0.24	-0.11
"CDC42"	-0.02	-0.43	-0.87	1.33
"CDC42SE2"	-0.02	-0.12	-0.38	-0.03
"CENPH"	-0.02	0.28	-0.27	0.26
"CH17-64J14.4"	-0.02	0.62	0.35	-0.53
"CLIP4"	-0.02	-0.15	-0.56	-0.99
"CNKSR2"	-0.02	-1.1	-0.05	-0.05
"CPSF3"	-0.02	0.18	-0.18	0.16
"CREB3L4"	-0.02	-0.1	-0.56	-0.53
"CRTC3"	-0.02	-0.07	0.15	-0.05
"CSRP2"	-0.02	0.33	-0.3	2.54
"CTA-246H3.11"	-0.02	0.67	-0.21	-0.68
"CTC-421K24.1"	-0.02	-0.07	0.33	0.08
"CTC-471F3.5"	-0.02	0.27	0.17	-0.07
"CTD-2248H3.1"	-0.02	-0.65	0	-0.25
"DAPL1"	-0.02	-0.23	0.34	-0.43
"DBF4B"	-0.02	0.44	0.28	-0.4
"DCAF12"	-0.02	-0.06	0.43	-0.45
"DIDO1"	-0.02	-0.1	-0.01	0.21
"DNAJC24"	-0.02	0.2	-0.18	-0.16
"DPP6"	-0.02	0.08	-0.03	-0.25
"DSTYK"	-0.02	-0.34	-0.44	-0.07
"EIF2B4"	-0.02	0.09	0.09	0.04
"EMC7"	-0.02	0.07	0.12	0.09
"FADS1"	-0.02	-0.12	0.66	-0.86
"FAM222B"	-0.02	-0.12	-0.03	-0.39
"FKTN"	-0.02	0.16	-1.07	0.82
"FLYWCH1"	-0.02	0.15	0.01	0.17
"FSD1"	-0.02	0.36	0.55	0.34
"FTH1P2"	-0.02	1.38	-0.46	-0.8
"FTSJ3"	-0.02	0	0.55	0.06
"GALM"	-0.02	-0.13	-0.18	0.85
"GDI1"	-0.02	0.04	0.09	0.05
"GPNMB"	-0.02	-0.26	-0.12	0.59
"GPR108"	-0.02	-0.09	0.47	-0.21
"GPR19"	-0.02	0.27	-0.56	1.12
"GPX4"	-0.02	0.11	0.35	0.05
"HADHB"	-0.02	0.08	0.11	-0.3
"HAVCR1"	-0.02	-0.63	-0.2	1.11
"HDHD2"	-0.02	-0.36	0.35	-0.54
"HERC2P8"	-0.02	0.25	-0.87	0.58
"HGSNAT"	-0.02	0.4	0.13	-0.34
"HRASLS"	-0.02	-0.25	0.01	-0.36
"IFFO2"	-0.02	-0.36	-0.44	-0.29
"IL2RG"	-0.02	1.08	-0.47	-0.13
"KCNK12"	-0.02	0.65	0.51	-0.75
"KCNMB3"	-0.02	-0.65	0.13	0.45
"KLHDC1"	-0.02	-0.39	-0.45	-0.03
"KRT8P50"	-0.02	0	-0.03	-0.18
"LINC00843"	-0.02	-0.44	-0.1	-0.35
"LNX1"	-0.02	0.71	-0.17	-0.15
"LSM14B"	-0.02	-0.12	0.15	-0.16
"MAP3K7"	-0.02	-0.72	0.03	0.76
"MAPKAPK3"	-0.02	0.07	-0.1	-0.11
"MATR3"	-0.02	-0.04	-0.01	0.2
"MDGA2"	-0.02	-0.62	-0.54	-0.26
"MED29"	-0.02	0.06	-0.13	0.22
"MRPL18"	-0.02	-0.07	-0.05	0.32
"MRPL48P1"	-0.02	-0.87	-0.68	0.71
"MRPL55"	-0.02	0.18	0.24	-0.52
"MSS51"	-0.02	-0.73	-0.17	0.52
"NIT1"	-0.02	-0.06	-0.34	0.2
"NUBPL"	-0.02	-0.53	0.1	0.38
"NUP188"	-0.02	0.01	0.12	0.09
"ORC6"	-0.02	0.47	-0.14	0.23
"PAN3"	-0.02	-0.16	-0.61	0.46
"PAPOLA"	-0.02	0.01	0.17	-0.32
"PDE6D"	-0.02	0.24	-0.36	0.33
"PGRMC1"	-0.02	0.01	0.01	0.48
"POLL"	-0.02	-0.14	-0.35	-0.2
"POLR1B"	-0.02	-0.06	0.02	-0.92
"POLR2J3"	-0.02	-0.16	-0.17	-0.04
"POLR2L"	-0.02	0.18	0.13	0.32
"POLR3B"	-0.02	-0.67	-0.17	0.21
"PPM1F"	-0.02	0.27	-0.24	-0.01
"PPP1R7"	-0.02	0.03	0.13	0.19
"PRKD3"	-0.02	-0.41	-0.56	-0.07
"PSMD13"	-0.02	0.03	0.04	0.57
"RAB10"	-0.02	0.11	0.18	-0.13
"RABL2B"	-0.02	-0.52	0.54	0.17
"RAD54L2"	-0.02	-0.54	-1.06	0.33
"RANBP10"	-0.02	-0.29	-0.63	-1.35
"RETSAT"	-0.02	-0.63	-0.61	-0.27
"RGS9BP"	-0.02	-0.08	-0.6	0.07
"RP11-321E2.10"	-0.02	0.3	-0.06	0.27
"RP11-368M16.9"	-0.02	-1.23	-0.18	-0.21
"RP11-43P8.2"	-0.02	0.01	0	-0.41
"RP11-472I20.5"	-0.02	0.57	-1.01	0.49
"RP11-597G23.1"	-0.02	-0.18	0.72	-0.45
"RP11-73M18.2"	-0.02	-1.02	-0.64	2.63
"RP3-461P17.10"	-0.02	-0.59	1.3	-0.49
"RPL21P106"	-0.02	0.02	-0.65	0.78
"RPL21P11"	-0.02	-0.21	-0.04	-0.62
"RPL21P23"	-0.02	0.41	0.09	0.08
"RPL7P12"	-0.02	0.81	-0.54	-0.09
"SBNO2"	-0.02	0.29	-0.24	0.95
"SH2B1"	-0.02	0.08	0.24	0
"SLC43A1"	-0.02	-0.24	0.39	-0.62
"SLX4"	-0.02	0.01	0.13	0.49
"SMAP2"	-0.02	0.42	0.17	1.03
"SMC2"	-0.02	0.34	0	0.1
"SNRNP35"	-0.02	0.13	-0.18	0.26
"SOX12"	-0.02	-0.31	-0.28	0.05
"SQSTM1"	-0.02	-0.22	0.42	-0.02
"STRC"	-0.02	0.3	-0.41	-0.61
"SUCLG2"	-0.02	-0.01	0.28	0.47
"TADA2A"	-0.02	-0.39	0.2	-0.24
"TAF2"	-0.02	-0.34	-0.46	1.23
"TCF7L1"	-0.02	0.12	-0.4	0.36
"THY1"	-0.02	-0.31	-1.31	1.37
"TIMM22"	-0.02	0.11	0.05	-0.02
"TIRAP"	-0.02	-0.4	-0.27	-0.16
"TMEM169"	-0.02	0.67	0.12	-0.14
"TMEM44"	-0.02	-0.21	0.51	0.38
"TMPRSS3"	-0.02	-0.06	0.1	-0.42
"TRIM28"	-0.02	-0.03	0.14	0.25
"UBP1"	-0.02	0.08	0.05	0
"ULBP2"	-0.02	-0.1	-0.27	1.04
"USP43"	-0.02	-0.15	-0.44	-0.03
"UTP11"	-0.02	0.13	0.04	0.04
"UTP15"	-0.02	-0.33	-0.43	0.08
"VPS35"	-0.02	0.12	0.02	-0.17
"XRN2"	-0.02	-0.11	0.07	0.25
"YOD1"	-0.02	-0.32	-0.6	0.39
"ZC3H12C"	-0.02	-0.46	-0.42	-0.24
"ZNF114"	-0.02	-0.86	-0.93	-0.28
"ZNF207"	-0.02	0.01	-0.13	0.27
"ZNF222"	-0.02	0.35	-0.62	0.52
"ZNF252P"	-0.02	-0.17	-0.14	0.35
"ZNF366"	-0.02	-0.06	-0.1	0.13
"ZNF573"	-0.02	-0.16	-0.23	0.19
"ZNF839"	-0.02	0.17	-0.05	-0.88
"ABCC5"	-0.03	-0.09	0.17	-0.75
"ABHD14B"	-0.03	0.02	0.12	-0.12
"AC093323.3"	-0.03	-0.43	-0.3	-0.39
"AC138969.4"	-0.03	-1.18	0.47	-0.42
"ACSL1"	-0.03	-0.06	-0.13	-0.09
"ALDH4A1"	-0.03	-0.23	-0.14	-0.97
"ANXA4"	-0.03	-0.28	-0.17	0.01
"ASXL2"	-0.03	-0.29	0.28	-0.12
"BCAM"	-0.03	-0.11	0.25	0.98
"BCAS2"	-0.03	0.05	0.01	0.18
"CCDC129"	-0.03	-0.05	-0.43	0.24
"CCL28"	-0.03	-0.09	-0.03	-0.21
"CCNC"	-0.03	0.03	-0.19	0.24
"CD8A"	-0.03	0.11	0	-1.3
"CENPO"	-0.03	0.73	0.49	0.27
"CHCHD10"	-0.03	0.6	-0.31	-0.41
"CLSTN1"	-0.03	-0.21	0.13	0.17
"CMAS"	-0.03	0.19	0.12	0.03
"CNIH1"	-0.03	-0.08	0.12	-0.23
"CNN3"	-0.03	0.01	0.1	0.6
"CNOT11"	-0.03	-0.24	-0.13	0.22
"COBLL1"	-0.03	0.15	-0.42	-0.48
"COL27A1"	-0.03	-0.56	-0.69	-0.22
"COPS7A"	-0.03	-0.03	0.28	-0.31
"CPNE1"	-0.03	-0.28	0.27	-0.25
"CTD-2021K4.1"	-0.03	0.18	-0.23	-0.03
"CTD-3092A11.1"	-0.03	0.21	-1.87	0.31
"DCAF13"	-0.03	0.29	0.11	0.16
"DCAF8"	-0.03	-0.25	-0.13	-0.02
"DDX18"	-0.03	0.02	-0.01	-0.23
"DEDD"	-0.03	0.22	0.06	-0.29
"DFFA"	-0.03	0.07	0.2	-0.38
"DHX34"	-0.03	0.05	0.29	-0.36
"DNASE1L1"	-0.03	0.03	0.05	-0.25
"DPH1"	-0.03	-0.22	0.37	-0.4
"DPY19L2P3"	-0.03	-0.63	-0.46	-1.28
"ECE2"	-0.03	0.16	-0.01	0.01
"EFEMP2"	-0.03	-1.12	-0.6	0.81
"EIF2B1"	-0.03	0.07	0.04	0.08
"ETFDH"	-0.03	-0.3	-0.08	0.16
"FABP3"	-0.03	0.64	0.23	0.78
"FAM131A"	-0.03	0.36	-0.75	0.09
"FAM219B"	-0.03	-0.02	-0.15	-0.02
"FBXL12"	-0.03	-0.18	0.15	0.07
"FBXO46"	-0.03	-0.23	-0.27	0.28
"FH"	-0.03	0.22	-0.08	0.01
"FLOT1"	-0.03	0.03	0.16	-0.02
"GADD45A"	-0.03	0.38	0.11	0.14
"GCKR"	-0.03	-0.27	-0.08	0.1
"GMPR"	-0.03	-0.13	0.3	0.32
"GPATCH2L"	-0.03	0.2	-0.56	0.39
"GSTM4"	-0.03	0.18	0.28	-0.14
"GTPBP8"	-0.03	0.08	0.48	-0.71
"HIST1H1A"	-0.03	-0.09	-0.48	0.9
"HIST1H2AH"	-0.03	0.51	-0.09	0.6
"HIST2H2AA3"	-0.03	-1.92	3.26	-3.22
"HMGN2P17"	-0.03	0.82	0.1	-0.61
"HNRNPR"	-0.03	0.04	0.17	0.23
"HPRT1"	-0.03	0.16	-0.27	0.02
"HSPH1"	-0.03	-0.34	0.08	0.2
"KRCC1"	-0.03	-0.25	-0.1	0.21
"KRI1"	-0.03	0.03	0.28	-0.49
"KRT18P61"	-0.03	0.12	-0.02	-0.39
"LAMTOR1"	-0.03	-0.02	0.06	0.27
"LDHAL6CP"	-0.03	-0.75	-0.39	0.31
"LINC00116"	-0.03	0.13	-0.18	-0.21
"LTN1"	-0.03	0.02	-0.11	0.3
"MADCAM1"	-0.03	-0.22	0.43	-0.73
"MAF"	-0.03	0.08	-1.63	2.96
"MATK"	-0.03	0.39	-0.15	0.07
"ME1"	-0.03	0.24	0.59	1.13
"MED10"	-0.03	-0.06	-0.15	0.09
"MFAP3L"	-0.03	-0.17	-0.2	0.01
"MFSD14A"	-0.03	-0.09	0.17	-0.36
"MICU1"	-0.03	0.07	0	0.23
"MRPS11"	-0.03	0.01	0.09	0.04
"MYO15B"	-0.03	-0.47	0.14	-0.09
"NCAPH"	-0.03	0.93	0	0.3
"OLA1"	-0.03	0.01	-0.19	0.17
"OLR1"	-0.03	0.81	-0.54	0.71
"OR13I1P"	-0.03	-0.07	-0.06	0.13
"OR6K3"	-0.03	0.36	-0.52	-0.19
"PATL2"	-0.03	0.38	0.16	-0.08
"PCID2"	-0.03	-0.02	0.31	-0.08
"PDCD6"	-0.03	-0.09	0.13	0
"PFKP"	-0.03	0.53	0.35	0.22
"PHF19"	-0.03	0.75	0.15	0.34
"PILRA"	-0.03	-0.62	0.13	0.29
"PINX1"	-0.03	-0.18	0.01	-0.25
"PITHD1"	-0.03	0.07	-0.06	-0.35
"POP7"	-0.03	0.33	-0.05	0.12
"PPP2R2C"	-0.03	-0.12	-0.03	0.5
"PPP6R3"	-0.03	-0.11	-0.2	0.42
"PSMC1"	-0.03	0.14	0.13	0.35
"PTGES3L-AARSD1"	-0.03	0.64	1.14	-0.17
"PTK2"	-0.03	-0.23	-0.47	0.46
"RANGAP1"	-0.03	0.42	-0.21	0.03
"RARS2"	-0.03	1.47	1.23	0.61
"RBM4"	-0.03	-0.07	0.09	0.21
"RNF13"	-0.03	0.02	-0.07	-0.2
"RP11-349G13.3"	-0.03	0.05	0.13	0.35
"RP11-402G3.4"	-0.03	0.58	0	-0.61
"RP11-467J12.4"	-0.03	0.04	0.72	-0.25
"RP11-599B13.6"	-0.03	-0.25	-0.23	0.33
"RP11-694O4.1"	-0.03	0	0.45	-0.03
"RP5-874C20.8"	-0.03	0	0.19	0.22
"RPL31P61"	-0.03	0.92	-0.24	-0.72
"RSBN1"	-0.03	0.02	0.08	-0.15
"RTEL1"	-0.03	0.16	0.57	-0.25
"RXRB"	-0.03	0.09	0.03	-0.17
"S100PBP"	-0.03	0.08	-0.18	0.05
"SDHAP2"	-0.03	-0.13	0.21	-0.3
"SEC14L2"	-0.03	0.18	0.41	0.21
"SERHL2"	-0.03	0	0.43	-0.36
"SF3B1"	-0.03	0.02	-0.06	-0.11
"SHANK1"	-0.03	0.09	-0.48	0
"SHE"	-0.03	-0.58	0.04	-0.27
"SLC16A1"	-0.03	-0.07	-0.04	-0.74
"SLC25A48"	-0.03	0.09	-0.67	0.85
"SLC9C1"	-0.03	-1.16	-0.16	-0.17
"SMC1A"	-0.03	-0.1	-0.2	0.42
"SRP54"	-0.03	-0.04	0.17	0.23
"STARD9"	-0.03	-0.14	-1.73	0.56
"STK40"	-0.03	0.03	0.32	-0.94
"STPG1"	-0.03	0.28	0.34	-0.36
"STX4"	-0.03	-0.22	0.23	0.07
"SUV39H2"	-0.03	0.04	0.65	-0.98
"TBC1D14"	-0.03	-0.02	-0.45	-0.59
"TBCD"	-0.03	0.19	-0.22	-0.37
"TEN1-CDK3"	-0.03	-0.06	-0.67	-0.65
"THTPA"	-0.03	-0.27	0.35	0.18
"TIMMDC1"	-0.03	0.11	0	-0.02
"TM4SF20"	-0.03	0.34	0.47	-0.8
"TMED8"	-0.03	-0.22	-0.26	0.03
"TMEM107"	-0.03	0.44	-0.2	0.06
"TMEM219"	-0.03	-0.03	0.22	0.01
"TMEM41B"	-0.03	-0.25	0.01	0.03
"TMEM88B"	-0.03	0.34	0.72	-0.44
"TOPORS"	-0.03	-0.03	0.09	-0.02
"TPST1"	-0.03	-0.02	0.49	0.12
"TRIM27"	-0.03	-0.13	-0.11	-0.4
"TRMT44"	-0.03	0.49	-0.06	-0.01
"TSTD2"	-0.03	-0.38	-0.33	-0.18
"TTC12"	-0.03	0.18	0.87	-0.86
"TTI2"	-0.03	-0.19	0	0.25
"UROS"	-0.03	0.3	0.14	0.11
"USP39"	-0.03	-0.04	-0.13	0.08
"VDAC2"	-0.03	0	0.04	0.04
"WBP2"	-0.03	-0.24	0.09	-0.29
"WTIP"	-0.03	-0.18	-0.67	0.5
"XRCC1"	-0.03	0	0.17	0.16
"YES1P1"	-0.03	0.25	-0.13	-0.08
"ZBTB7C"	-0.03	-0.22	-0.05	-0.49
"ZFP69B"	-0.03	-0.62	0.56	-0.1
"ZFPL1"	-0.03	0.13	0.06	0.2
"ZNF302"	-0.03	-0.07	0.08	0.05
"ZNF516"	-0.03	-0.58	-0.36	0.13
"ZNF521"	-0.03	-0.13	-0.35	0.24
"ZNF626"	-0.03	0.16	-0.38	-0.2
"ZNF823"	-0.03	0.47	-0.69	-0.06
"AASDHPPT"	-0.04	-0.21	-0.09	0.01
"AC009133.23"	-0.04	0.32	0.21	0.33
"AC024937.6"	-0.04	0.43	-0.04	-0.17
"AC104534.3"	-0.04	0.99	-0.81	0.57
"ACO2"	-0.04	0	0.32	0.04
"ACSS3"	-0.04	-0.57	0.01	-0.2
"ADPGK"	-0.04	-0.03	0.16	-0.07
"ALG13"	-0.04	-0.32	-0.17	-0.4
"AMACR"	-0.04	-0.28	0.23	-0.43
"ANKRD30BL"	-0.04	0.03	0.4	-1.53
"ARHGAP10"	-0.04	0.32	-0.01	0.61
"ATG10"	-0.04	0.04	-0.17	-0.25
"ATG4D"	-0.04	0.61	0.87	-1.19
"ATP6V1E1"	-0.04	-0.12	-0.14	0.23
"ATPAF2"	-0.04	-0.53	-0.12	0.58
"ATXN2L"	-0.04	-0.27	0.15	-0.12
"BCKDHA"	-0.04	0.08	0.5	-0.81
"BRD1"	-0.04	-0.68	-0.43	0.5
"BUD31"	-0.04	0.04	0.09	-0.07
"C11orf49"	-0.04	-0.12	0.05	0.12
"C2CD2"	-0.04	-0.06	0.18	0.2
"C6orf25"	-0.04	0.12	-0.46	0.17
"CALN1"	-0.04	-0.17	0.63	-0.51
"CBWD2"	-0.04	-0.12	0.16	0.06
"CCDC22"	-0.04	-0.12	0.06	0.13
"CFAP206"	-0.04	0.32	-0.26	0.75
"CFAP36"	-0.04	-0.27	0.17	-0.48
"CFHR3"	-0.04	0.11	-0.5	0.21
"CGB7"	-0.04	0.42	-0.29	-1.14
"CHAC2"	-0.04	0.22	0.16	0.18
"CHCHD2P6"	-0.04	-0.15	0.24	-0.49
"COMMD9"	-0.04	-0.09	0.1	-0.29
"CPA2"	-0.04	-0.27	-0.05	0.48
"CST2"	-0.04	-0.6	0	-0.89
"CSTF2T"	-0.04	-0.18	0.14	0.07
"CTBP2"	-0.04	-0.08	0.06	-0.21
"CTD-2006C1.13"	-0.04	-0.18	-1.28	0.59
"CTD-2062A1.2"	-0.04	0.35	0.17	-0.34
"CYB5A"	-0.04	0.2	0.2	-0.09
"CYP20A1"	-0.04	0.15	0.2	-0.25
"DBIL5P2"	-0.04	0.25	-0.21	0.13
"DCUN1D5"	-0.04	0.18	0.07	-0.12
"DHX58"	-0.04	0.37	-0.18	0.86
"DIAPH1"	-0.04	-0.12	0.22	-0.34
"DNAJA2"	-0.04	0.02	-0.2	0.28
"DNAJC25"	-0.04	0.4	0.12	-0.57
"DUX4L26"	-0.04	0	0.19	-0.04
"EEF1E1"	-0.04	0.04	0.03	-0.11
"EHBP1"	-0.04	-0.47	-0.4	-0.58
"EIF1AY"	-0.04	0	-0.55	-0.25
"EIF3C"	-0.04	-0.22	0.36	-0.49
"ELAVL3"	-0.04	0.36	-0.33	-0.08
"FAHD1"	-0.04	-0.03	-0.11	-0.43
"FAM173B"	-0.04	-0.12	-0.09	0.37
"FAM21FP"	-0.04	1.27	0.68	-1.23
